"Terminal ABR","Terminal","Data (any)","Data (mes)","Data (dia del mes)","Data","Rang Data","Temps Accés Reserva","Temps Accés"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","16:00 - 16:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","16:20 - 16:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","16:40 - 17:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","17:00 - 17:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","17:20 - 17:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","17:40 - 18:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","18:00 - 18:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","18:20 - 18:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","18:40 - 19:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","19:00 - 19:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","19:20 - 19:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","19:40 - 20:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","20:00 - 20:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","20:20 - 20:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","20:40 - 21:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","21:00 - 21:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","21:20 - 21:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","21:40 - 22:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","22:00 - 22:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","22:20 - 22:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","22:40 - 23:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","23:00 - 23:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","23:20 - 23:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","1","2022-01-01","23:40 - 00:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","00:00 - 00:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","00:20 - 00:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","00:40 - 01:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","01:00 - 01:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","01:20 - 01:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","01:40 - 02:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","02:00 - 02:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","02:20 - 02:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","02:40 - 03:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","03:00 - 03:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","03:20 - 03:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","03:40 - 04:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","04:00 - 04:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","04:20 - 04:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","04:40 - 05:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","05:00 - 05:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","05:20 - 05:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","05:40 - 06:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","06:00 - 06:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","06:20 - 06:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","06:40 - 07:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","07:00 - 07:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","07:20 - 07:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","07:40 - 08:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","08:00 - 08:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","08:20 - 08:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","08:40 - 09:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","09:00 - 09:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","09:20 - 09:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","09:40 - 10:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","10:00 - 10:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","10:20 - 10:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","10:40 - 11:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","11:00 - 11:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","11:20 - 11:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","11:40 - 12:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","12:00 - 12:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","12:20 - 12:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","12:40 - 13:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","13:00 - 13:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","13:20 - 13:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","13:40 - 14:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","14:00 - 14:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","14:20 - 14:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","14:40 - 15:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","15:00 - 15:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","15:20 - 15:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","15:40 - 16:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","16:00 - 16:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","16:20 - 16:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","16:40 - 17:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","17:00 - 17:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","17:20 - 17:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","17:40 - 18:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","18:00 - 18:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","18:20 - 18:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","18:40 - 19:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","19:00 - 19:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","19:20 - 19:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","19:40 - 20:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","20:00 - 20:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","20:20 - 20:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","20:40 - 21:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","21:00 - 21:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","21:20 - 21:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","21:40 - 22:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","22:00 - 22:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","22:20 - 22:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","22:40 - 23:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","23:00 - 23:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","23:20 - 23:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","2","2022-01-02","23:40 - 00:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","00:00 - 00:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","00:20 - 00:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","00:40 - 01:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","01:00 - 01:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","01:20 - 01:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","01:40 - 02:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","02:00 - 02:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","02:20 - 02:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","02:40 - 03:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","03:00 - 03:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","03:20 - 03:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","03:40 - 04:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","04:00 - 04:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","04:20 - 04:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","04:40 - 05:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","05:00 - 05:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","05:20 - 05:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","05:40 - 06:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","06:00 - 06:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","06:20 - 06:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","06:40 - 07:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","07:00 - 07:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","07:20 - 07:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","07:40 - 08:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","08:00 - 08:20","","19,9917"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","08:20 - 08:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","08:40 - 09:00","","10,4555666667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","09:00 - 09:20","","6,875"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","09:20 - 09:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","09:40 - 10:00","","16,30835"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","10:00 - 10:20","","23,4667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","10:20 - 10:40","","16,375"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","10:40 - 11:00","","14,55835"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","11:00 - 11:20","","10,5833"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","11:20 - 11:40","","24,36665"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","11:40 - 12:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","12:00 - 12:20","","33,4625"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","12:20 - 12:40","","35,3277666667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","12:40 - 13:00","","17,27085"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","13:00 - 13:20","","13,5777666667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","13:20 - 13:40","","22,2444333333"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","13:40 - 14:00","","25,9"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","14:00 - 14:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","14:20 - 14:40","","31,4527666667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","14:40 - 15:00","","22,383325"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","15:00 - 15:20","","31,40415"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","15:20 - 15:40","","28,05"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","15:40 - 16:00","","18,00668"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","16:00 - 16:20","","14,3944333333"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","16:20 - 16:40","","9,9833"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","16:40 - 17:00","","25,1833"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","17:00 - 17:20","","10,99"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","17:20 - 17:40","","25,025"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","17:40 - 18:00","","12,275"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","18:00 - 18:20","","17,55"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","18:20 - 18:40","","16,0333"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","18:40 - 19:00","","17,8"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","19:00 - 19:20","","18,3"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","19:20 - 19:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","19:40 - 20:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","20:00 - 20:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","20:20 - 20:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","20:40 - 21:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","21:00 - 21:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","21:20 - 21:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","21:40 - 22:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","22:00 - 22:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","22:20 - 22:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","22:40 - 23:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","23:00 - 23:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","23:20 - 23:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","3","2022-01-03","23:40 - 00:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","00:00 - 00:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","00:20 - 00:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","00:40 - 01:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","01:00 - 01:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","01:20 - 01:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","01:40 - 02:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","02:00 - 02:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","02:20 - 02:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","02:40 - 03:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","03:00 - 03:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","03:20 - 03:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","03:40 - 04:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","04:00 - 04:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","04:20 - 04:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","04:40 - 05:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","05:00 - 05:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","05:20 - 05:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","05:40 - 06:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","06:00 - 06:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","06:20 - 06:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","06:40 - 07:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","07:00 - 07:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","07:20 - 07:40","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","07:40 - 08:00","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","08:00 - 08:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","08:20 - 08:40","","47,49445"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","08:40 - 09:00","","14,7166333333"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","09:00 - 09:20","","25,2889"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","09:20 - 09:40","","43,1"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","09:40 - 10:00","","29,3999666667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","10:00 - 10:20","","12,8166666667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","10:20 - 10:40","","16,0167"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","10:40 - 11:00","","14,5667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","11:00 - 11:20","","19,8833"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","11:20 - 11:40","","16,0777666667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","11:40 - 12:00","","20,5583166667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","12:00 - 12:20","","23,49165"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","12:20 - 12:40","","14,99"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","12:40 - 13:00","","14,94666"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","13:00 - 13:20","","15,0777666667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","13:20 - 13:40","","10,7667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","13:40 - 14:00","","36,2"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","14:00 - 14:20","","18,479175"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","14:20 - 14:40","","18,716675"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","14:40 - 15:00","","6,45"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","15:00 - 15:20","",""
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","15:20 - 15:40","","25,5777666667"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","15:40 - 16:00","","31,3583"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","16:00 - 16:20","","13,6278"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","16:20 - 16:40","","25,5"
"PNOU","TERMINAL PORT-NOU S.A.","2022","1","4","2022-01-04","16:40 - 17:00","","24,03666"
